6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,-1,-1,-1,-1,-1,-1,-1,5,5,4,4,4,4,4,4,4,4,4,4,4,4
6,-1,-1,-1,-1,-1,-1,-1,5,5,5,4,4,4,4,4,4,4,4,4,4,4
6,-1,-1,-1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,4,4,4,4
6,-1,-1,-1,-1,-1,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4
6,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4
6,-1,-1,-1,-1,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,-1,-1,-1,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,-1,-1,-1,4,4,4,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,4
6,5,5,4,4,4,-1,-1,-1,-1,3,6,6,6,6,6,6,6,6,6,6,4
6,5,5,4,4,-1,-1,-1,-1,2,6,6,6,6,6,6,6,6,6,6,6,4
6,-1,-1,-1,-1,-1,-1,-1,2,6,6,6,6,6,6,6,6,6,6,6,6,4
6,-1,-1,-1,-1,-1,-1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,4
6,-1,-1,-1,-1,-1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4
6,2,-1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4
6,6,2,-1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4
6,6,6,2,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4
6,6,6,6,2,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,6,4
6,6,6,6,6,2,-1,-1,41,41,41,41,41,41,41,41,41,41,41,41,6,4
6,6,6,6,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4
6,6,6,6,6,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4
6,6,6,6,6,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4
6,6,6,6,6,6,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4
6,6,6,6,6,6,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4
6,6,6,6,6,6,6,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4
6,6,6,6,6,6,6,6,6,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,6,4
6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,-1,-1,-1,-1,-1,6,4
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,-1,-1,-1,-1,6,4
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-1,-1,-1,-1,6,4
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-1,-1,-1,-1,6,4
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-1,-1,-1,-1,6,4
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-1,-1,-1,-1,6,4
6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,-1,-1,-1,-1,6,4
6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,-1,-1,-1,-1,2,6,4
6,6,6,6,6,6,6,6,6,6,6,6,1,1,-1,-1,-1,-1,2,6,6,4
6,6,6,6,6,6,6,6,6,6,6,6,1,1,-1,-1,-1,2,6,6,6,4
6,6,6,6,6,6,6,6,6,6,6,1,1,-1,-1,-1,2,6,6,6,6,4
6,6,6,6,6,6,6,6,6,6,1,1,-1,-1,-1,2,6,6,6,6,6,4
6,6,6,6,6,6,6,6,6,1,1,-1,-1,-1,2,6,6,6,6,6,6,4
6,6,6,6,6,6,6,6,1,1,-1,-1,-1,2,6,6,6,6,6,6,6,4
6,6,6,6,6,6,6,1,1,-1,-1,-1,2,6,6,6,6,6,6,6,6,4
6,6,6,6,1,1,1,1,-1,-1,-1,2,6,6,6,6,6,6,6,6,6,4
6,6,6,1,1,-1,-1,-1,-1,-1,2,6,6,6,6,6,6,6,6,6,6,4
1,1,1,1,-1,-1,-1,-1,-1,2,6,6,6,6,6,6,6,6,6,6,6,4
-1,-1,-1,-1,-1,-1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,4
-1,-1,-1,-1,-1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4
-1,-1,-1,-1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4
-1,-1,-1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4
-1,-1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4
