3,62,62,62,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,3,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3
3,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,0,0,0,0,43,3
3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,42,0,0,0,43,3
3,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,0,0,0,0,43,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
