3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,9,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,9,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,9,3
3,0,0,0,11,2,0,0,0,0,12,0,0,13,0,0,0,0,43,3,9,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,8,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
3,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
3,3,3,0,0,0,0,0,0,0,0,0,0,11,2,2,2,0,0,1,1,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1
3,0,0,0,0,2,3,40,40,3,0,0,0,0,0,0,0,0,0,1,1,1
3,0,0,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2
